"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GDP","TOT","MLN_USD","A","1960",25071.833,
"AUS","GDP","TOT","MLN_USD","A","1961",25363.455,
"AUS","GDP","TOT","MLN_USD","A","1962",27953.904,
"AUS","GDP","TOT","MLN_USD","A","1963",30431.547,
"AUS","GDP","TOT","MLN_USD","A","1964",32742.466,
"AUS","GDP","TOT","MLN_USD","A","1965",34538.087,
"AUS","GDP","TOT","MLN_USD","A","1966",38340.322,
"AUS","GDP","TOT","MLN_USD","A","1967",41063.061,
"AUS","GDP","TOT","MLN_USD","A","1968",46555.241,
"AUS","GDP","TOT","MLN_USD","A","1969",52208.329,
"AUS","GDP","TOT","MLN_USD","A","1970",58911.123,
"AUS","GDP","TOT","MLN_USD","A","1971",64190.943,
"AUS","GDP","TOT","MLN_USD","A","1972",69870.522,
"AUS","GDP","TOT","MLN_USD","A","1973",78914.75,
"AUS","GDP","TOT","MLN_USD","A","1974",86393.219,
"AUS","GDP","TOT","MLN_USD","A","1975",96932.35,
"AUS","GDP","TOT","MLN_USD","A","1976",104369.683,
"AUS","GDP","TOT","MLN_USD","A","1977",110361.996,
"AUS","GDP","TOT","MLN_USD","A","1978",123440.344,
"AUS","GDP","TOT","MLN_USD","A","1979",138092.035,
"AUS","GDP","TOT","MLN_USD","A","1980",155158.909,
"AUS","GDP","TOT","MLN_USD","A","1981",178431.331,
"AUS","GDP","TOT","MLN_USD","A","1982",182042.927,
"AUS","GDP","TOT","MLN_USD","A","1983",196748.099,
"AUS","GDP","TOT","MLN_USD","A","1984",212023.379,
"AUS","GDP","TOT","MLN_USD","A","1985",229157.474,
"AUS","GDP","TOT","MLN_USD","A","1986",240013.841,
"AUS","GDP","TOT","MLN_USD","A","1987",261086.931,
"AUS","GDP","TOT","MLN_USD","A","1988",283187.112,
"AUS","GDP","TOT","MLN_USD","A","1989",299877.259,
"AUS","GDP","TOT","MLN_USD","A","1990",304395.003,
"AUS","GDP","TOT","MLN_USD","A","1991",314167.65,
"AUS","GDP","TOT","MLN_USD","A","1992",334839.065,
"AUS","GDP","TOT","MLN_USD","A","1993",355949.857,
"AUS","GDP","TOT","MLN_USD","A","1994",381647.453,
"AUS","GDP","TOT","MLN_USD","A","1995",404102.992,
"AUS","GDP","TOT","MLN_USD","A","1996",424472.904,
"AUS","GDP","TOT","MLN_USD","A","1997",450962.701,
"AUS","GDP","TOT","MLN_USD","A","1998",478691.653,
"AUS","GDP","TOT","MLN_USD","A","1999",510947.993,
"AUS","GDP","TOT","MLN_USD","A","2000",539145.522,
"AUS","GDP","TOT","MLN_USD","A","2001",569807.996,
"AUS","GDP","TOT","MLN_USD","A","2002",600908.415,
"AUS","GDP","TOT","MLN_USD","A","2003",639129.361,
"AUS","GDP","TOT","MLN_USD","A","2004",678093.52,
"AUS","GDP","TOT","MLN_USD","A","2005",719977.551,
"AUS","GDP","TOT","MLN_USD","A","2006",776413.103,
"AUS","GDP","TOT","MLN_USD","A","2007",826927.984,
"AUS","GDP","TOT","MLN_USD","A","2008",852859.354,
"AUS","GDP","TOT","MLN_USD","A","2009",904209.158,
"AUS","GDP","TOT","MLN_USD","A","2010",943488.216,
"AUS","GDP","TOT","MLN_USD","A","2011",993249.916,
"AUS","GDP","TOT","MLN_USD","A","2012",998266.252,
"AUS","GDP","TOT","MLN_USD","A","2013",1105431.18,
"AUS","GDP","TOT","MLN_USD","A","2014",1118585.036,
"AUS","GDP","TOT","MLN_USD","A","2015",1125701.148,
"AUS","GDP","TOT","MLN_USD","A","2016",1213233.545,
"AUS","GDP","TOT","MLN_USD","A","2017",1248366.725,
"AUS","GDP","TOT","MLN_USD","A","2018",1326195.638,
"AUS","GDP","TOT","MLN_USD","A","2019",1360009.549,
"AUS","GDP","TOT","MLN_USD","A","2020",1459486.518,
"AUS","GDP","TOT","MLN_USD","A","2021",1649096.43,
"AUS","GDP","TOT","MLN_USD","A","2022",1868119.485,
"AUS","GDP","TOT","USD_CAP","A","1960",2412.627589,
"AUS","GDP","TOT","USD_CAP","A","1961",2383.188902,
"AUS","GDP","TOT","USD_CAP","A","1962",2577.332834,
"AUS","GDP","TOT","USD_CAP","A","1963",2752.620592,
"AUS","GDP","TOT","USD_CAP","A","1964",2902.590472,
"AUS","GDP","TOT","USD_CAP","A","1965",3001.900269,
"AUS","GDP","TOT","USD_CAP","A","1966",3275.594754,
"AUS","GDP","TOT","USD_CAP","A","1967",3447.128012,
"AUS","GDP","TOT","USD_CAP","A","1968",3833.100887,
"AUS","GDP","TOT","USD_CAP","A","1969",4207.900059,
"AUS","GDP","TOT","USD_CAP","A","1970",4652.052555,
"AUS","GDP","TOT","USD_CAP","A","1971",4863.547147,
"AUS","GDP","TOT","USD_CAP","A","1972",5210.606409,
"AUS","GDP","TOT","USD_CAP","A","1973",5796.441599,
"AUS","GDP","TOT","USD_CAP","A","1974",6245.904885,
"AUS","GDP","TOT","USD_CAP","A","1975",6939.163592,
"AUS","GDP","TOT","USD_CAP","A","1976",7396.803098,
"AUS","GDP","TOT","USD_CAP","A","1977",7727.601527,
"AUS","GDP","TOT","USD_CAP","A","1978",8553.932397,
"AUS","GDP","TOT","USD_CAP","A","1979",9456.751581,
"AUS","GDP","TOT","USD_CAP","A","1980",10478.492046,
"AUS","GDP","TOT","USD_CAP","A","1981",11956.559959,
"AUS","GDP","TOT","USD_CAP","A","1982",11988.970545,
"AUS","GDP","TOT","USD_CAP","A","1983",12781.245289,
"AUS","GDP","TOT","USD_CAP","A","1984",13609.213388,
"AUS","GDP","TOT","USD_CAP","A","1985",14514.385569,
"AUS","GDP","TOT","USD_CAP","A","1986",14983.633868,
"AUS","GDP","TOT","USD_CAP","A","1987",16053.156429,
"AUS","GDP","TOT","USD_CAP","A","1988",17129.426919,
"AUS","GDP","TOT","USD_CAP","A","1989",17834.550059,
"AUS","GDP","TOT","USD_CAP","A","1990",17837.282129,
"AUS","GDP","TOT","USD_CAP","A","1991",18176.790696,
"AUS","GDP","TOT","USD_CAP","A","1992",19157.087211,
"AUS","GDP","TOT","USD_CAP","A","1993",20184.513428,
"AUS","GDP","TOT","USD_CAP","A","1994",21434.245193,
"AUS","GDP","TOT","USD_CAP","A","1995",22444.056465,
"AUS","GDP","TOT","USD_CAP","A","1996",23290.949915,
"AUS","GDP","TOT","USD_CAP","A","1997",24478.244636,
"AUS","GDP","TOT","USD_CAP","A","1998",25725.59883,
"AUS","GDP","TOT","USD_CAP","A","1999",27160.314973,
"AUS","GDP","TOT","USD_CAP","A","2000",28333.133045,
"AUS","GDP","TOT","USD_CAP","A","2001",29562.483258,
"AUS","GDP","TOT","USD_CAP","A","2002",30823.40346,
"AUS","GDP","TOT","USD_CAP","A","2003",32409.0606,
"AUS","GDP","TOT","USD_CAP","A","2004",34019.150424,
"AUS","GDP","TOT","USD_CAP","A","2005",35683.435996,
"AUS","GDP","TOT","USD_CAP","A","2006",37964.554442,
"AUS","GDP","TOT","USD_CAP","A","2007",39703.469623,
"AUS","GDP","TOT","USD_CAP","A","2008",40136.06886,
"AUS","GDP","TOT","USD_CAP","A","2009",41684.56865,
"AUS","GDP","TOT","USD_CAP","A","2010",42823.927966,
"AUS","GDP","TOT","USD_CAP","A","2011",44460.605016,
"AUS","GDP","TOT","USD_CAP","A","2012",43911.683304,
"AUS","GDP","TOT","USD_CAP","A","2013",47796.022174,
"AUS","GDP","TOT","USD_CAP","A","2014",47648.633963,
"AUS","GDP","TOT","USD_CAP","A","2015",47266.591718,
"AUS","GDP","TOT","USD_CAP","A","2016",50152.476571,
"AUS","GDP","TOT","USD_CAP","A","2017",50758.582318,
"AUS","GDP","TOT","USD_CAP","A","2018",53118.792237,
"AUS","GDP","TOT","USD_CAP","A","2019",53670.04007,
"AUS","GDP","TOT","USD_CAP","A","2020",56888.304477,
"AUS","GDP","TOT","USD_CAP","A","2021",64196.901673,
"AUS","GDP","TOT","USD_CAP","A","2022",71861.528669,
"AUT","GDP","TOT","MLN_USD","A","1970",28573.794,"E"
"AUT","GDP","TOT","MLN_USD","A","1971",31557.324,"E"
"AUT","GDP","TOT","MLN_USD","A","1972",34965.187,"E"
"AUT","GDP","TOT","MLN_USD","A","1973",38683.735,"E"
"AUT","GDP","TOT","MLN_USD","A","1974",43827.64,"E"
"AUT","GDP","TOT","MLN_USD","A","1975",47713.726,"E"
"AUT","GDP","TOT","MLN_USD","A","1976",52643.642,"E"
"AUT","GDP","TOT","MLN_USD","A","1977",58755.037,"E"
"AUT","GDP","TOT","MLN_USD","A","1978",62755.29,"E"
"AUT","GDP","TOT","MLN_USD","A","1979",71602.329,"E"
"AUT","GDP","TOT","MLN_USD","A","1980",79421.997,"E"
"AUT","GDP","TOT","MLN_USD","A","1981",86811.576,"E"
"AUT","GDP","TOT","MLN_USD","A","1982",94028.902,"E"
"AUT","GDP","TOT","MLN_USD","A","1983",100616.871,"E"
"AUT","GDP","TOT","MLN_USD","A","1984",104300.283,"E"
"AUT","GDP","TOT","MLN_USD","A","1985",110287.27,"E"
"AUT","GDP","TOT","MLN_USD","A","1986",115097.606,"E"
"AUT","GDP","TOT","MLN_USD","A","1987",119544.446,"E"
"AUT","GDP","TOT","MLN_USD","A","1988",127840.306,"E"
"AUT","GDP","TOT","MLN_USD","A","1989",138016.149,"E"
"AUT","GDP","TOT","MLN_USD","A","1990",149404.75,"E"
"AUT","GDP","TOT","MLN_USD","A","1991",159773.106,"E"
"AUT","GDP","TOT","MLN_USD","A","1992",166835.311,"E"
"AUT","GDP","TOT","MLN_USD","A","1993",171689.608,"E"
"AUT","GDP","TOT","MLN_USD","A","1994",179568.169,"E"
"AUT","GDP","TOT","MLN_USD","A","1995",188224.843,
"AUT","GDP","TOT","MLN_USD","A","1996",195409.962,
"AUT","GDP","TOT","MLN_USD","A","1997",202563.72,
"AUT","GDP","TOT","MLN_USD","A","1998",212779.598,
"AUT","GDP","TOT","MLN_USD","A","1999",220639.939,
"AUT","GDP","TOT","MLN_USD","A","2000",235377.699,
"AUT","GDP","TOT","MLN_USD","A","2001",238949.141,
"AUT","GDP","TOT","MLN_USD","A","2002",251984.784,
"AUT","GDP","TOT","MLN_USD","A","2003",261071.507,
"AUT","GDP","TOT","MLN_USD","A","2004",276006.322,
"AUT","GDP","TOT","MLN_USD","A","2005",288086.722,
"AUT","GDP","TOT","MLN_USD","A","2006",311412.986,
"AUT","GDP","TOT","MLN_USD","A","2007",327170.595,
"AUT","GDP","TOT","MLN_USD","A","2008",343812.976,
"AUT","GDP","TOT","MLN_USD","A","2009",341382.982,
"AUT","GDP","TOT","MLN_USD","A","2010",351280.998,
"AUT","GDP","TOT","MLN_USD","A","2011",373031.477,
"AUT","GDP","TOT","MLN_USD","A","2012",391635.176,
"AUT","GDP","TOT","MLN_USD","A","2013",406370.245,
"AUT","GDP","TOT","MLN_USD","A","2014",417059.519,
"AUT","GDP","TOT","MLN_USD","A","2015",430975.924,
"AUT","GDP","TOT","MLN_USD","A","2016",460282.647,
"AUT","GDP","TOT","MLN_USD","A","2017",476590.588,
"AUT","GDP","TOT","MLN_USD","A","2018",503361.417,
"AUT","GDP","TOT","MLN_USD","A","2019",537897.798,
"AUT","GDP","TOT","MLN_USD","A","2020",522625.408,
"AUT","GDP","TOT","MLN_USD","A","2021",567988.073,
"AUT","GDP","TOT","MLN_USD","A","2022",641754.415,
"AUT","GDP","TOT","USD_CAP","A","1970",3826.916789,"E"
"AUT","GDP","TOT","USD_CAP","A","1971",4207.346427,"E"
"AUT","GDP","TOT","USD_CAP","A","1972",4635.124935,"E"
"AUT","GDP","TOT","USD_CAP","A","1973",5099.678891,"E"
"AUT","GDP","TOT","USD_CAP","A","1974",5767.915763,"E"
"AUT","GDP","TOT","USD_CAP","A","1975",6295.912644,"E"
"AUT","GDP","TOT","USD_CAP","A","1976",6958.359417,"E"
"AUT","GDP","TOT","USD_CAP","A","1977",7763.17368,"E"
"AUT","GDP","TOT","USD_CAP","A","1978",8298.43408,"E"
"AUT","GDP","TOT","USD_CAP","A","1979",9484.474525,"E"
"AUT","GDP","TOT","USD_CAP","A","1980",10520.259801,"E"
"AUT","GDP","TOT","USD_CAP","A","1981",11469.798114,"E"
"AUT","GDP","TOT","USD_CAP","A","1982",12414.465755,"E"
"AUT","GDP","TOT","USD_CAP","A","1983",13305.748228,"E"
"AUT","GDP","TOT","USD_CAP","A","1984",13793.717328,"E"
"AUT","GDP","TOT","USD_CAP","A","1985",14578.652066,"E"
"AUT","GDP","TOT","USD_CAP","A","1986",15204.853076,"E"
"AUT","GDP","TOT","USD_CAP","A","1987",15782.307567,"E"
"AUT","GDP","TOT","USD_CAP","A","1988",16853.653696,"E"
"AUT","GDP","TOT","USD_CAP","A","1989",18113.387231,"E"
"AUT","GDP","TOT","USD_CAP","A","1990",19459.191075,"E"
"AUT","GDP","TOT","USD_CAP","A","1991",20602.882245,"E"
"AUT","GDP","TOT","USD_CAP","A","1992",21278.089842,"E"
"AUT","GDP","TOT","USD_CAP","A","1993",21717.379256,"E"
"AUT","GDP","TOT","USD_CAP","A","1994",22626.701006,"E"
"AUT","GDP","TOT","USD_CAP","A","1995",23681.210282,
"AUT","GDP","TOT","USD_CAP","A","1996",24552.025251,
"AUT","GDP","TOT","USD_CAP","A","1997",25422.022771,
"AUT","GDP","TOT","USD_CAP","A","1998",26674.843435,
"AUT","GDP","TOT","USD_CAP","A","1999",27606.484243,
"AUT","GDP","TOT","USD_CAP","A","2000",29379.736664,
"AUT","GDP","TOT","USD_CAP","A","2001",29711.568764,
"AUT","GDP","TOT","USD_CAP","A","2002",31178.051444,
"AUT","GDP","TOT","USD_CAP","A","2003",32158.613927,
"AUT","GDP","TOT","USD_CAP","A","2004",33785.215142,
"AUT","GDP","TOT","USD_CAP","A","2005",35024.557484,
"AUT","GDP","TOT","USD_CAP","A","2006",37665.087646,
"AUT","GDP","TOT","USD_CAP","A","2007",39441.005483,
"AUT","GDP","TOT","USD_CAP","A","2008",41316.022642,
"AUT","GDP","TOT","USD_CAP","A","2009",40925.933876,
"AUT","GDP","TOT","USD_CAP","A","2010",42013.885754,
"AUT","GDP","TOT","USD_CAP","A","2011",44469.209642,
"AUT","GDP","TOT","USD_CAP","A","2012",46477.655075,
"AUT","GDP","TOT","USD_CAP","A","2013",47936.677963,
"AUT","GDP","TOT","USD_CAP","A","2014",48813.534409,
"AUT","GDP","TOT","USD_CAP","A","2015",49942.056293,
"AUT","GDP","TOT","USD_CAP","A","2016",52665.087457,
"AUT","GDP","TOT","USD_CAP","A","2017",54188.360666,
"AUT","GDP","TOT","USD_CAP","A","2018",56956.110562,
"AUT","GDP","TOT","USD_CAP","A","2019",60590.199652,
"AUT","GDP","TOT","USD_CAP","A","2020",58611.023106,
"AUT","GDP","TOT","USD_CAP","A","2021",63451.578373,
"AUT","GDP","TOT","USD_CAP","A","2022",70889.718649,
"BEL","GDP","TOT","MLN_USD","A","1970",37283.787,"E"
"BEL","GDP","TOT","MLN_USD","A","1971",40643.965,"E"
"BEL","GDP","TOT","MLN_USD","A","1972",44629.343,"E"
"BEL","GDP","TOT","MLN_USD","A","1973",49957.064,"E"
"BEL","GDP","TOT","MLN_USD","A","1974",56739.354,"E"
"BEL","GDP","TOT","MLN_USD","A","1975",61172.227,"E"
"BEL","GDP","TOT","MLN_USD","A","1976",68186.986,"E"
"BEL","GDP","TOT","MLN_USD","A","1977",72877.167,"E"
"BEL","GDP","TOT","MLN_USD","A","1978",80220.004,"E"
"BEL","GDP","TOT","MLN_USD","A","1979",88909.312,"E"
"BEL","GDP","TOT","MLN_USD","A","1980",101283.011,"E"
"BEL","GDP","TOT","MLN_USD","A","1981",110556.924,"E"
"BEL","GDP","TOT","MLN_USD","A","1982",118085.866,"E"
"BEL","GDP","TOT","MLN_USD","A","1983",123093.701,"E"
"BEL","GDP","TOT","MLN_USD","A","1984",130680.049,"E"
"BEL","GDP","TOT","MLN_USD","A","1985",137039.564,"E"
"BEL","GDP","TOT","MLN_USD","A","1986",142347.617,"E"
"BEL","GDP","TOT","MLN_USD","A","1987",149232.269,"E"
"BEL","GDP","TOT","MLN_USD","A","1988",161793.505,"E"
"BEL","GDP","TOT","MLN_USD","A","1989",173969.305,"E"
"BEL","GDP","TOT","MLN_USD","A","1990",186143.982,"E"
"BEL","GDP","TOT","MLN_USD","A","1991",195966.475,"E"
"BEL","GDP","TOT","MLN_USD","A","1992",203500.306,"E"
"BEL","GDP","TOT","MLN_USD","A","1993",206320.141,"E"
"BEL","GDP","TOT","MLN_USD","A","1994",217526.018,"E"
"BEL","GDP","TOT","MLN_USD","A","1995",227383.563,
"BEL","GDP","TOT","MLN_USD","A","1996",230928.943,
"BEL","GDP","TOT","MLN_USD","A","1997",241579.449,
"BEL","GDP","TOT","MLN_USD","A","1998",248634.506,
"BEL","GDP","TOT","MLN_USD","A","1999",260168.781,
"BEL","GDP","TOT","MLN_USD","A","2000",284862.733,
"BEL","GDP","TOT","MLN_USD","A","2001",296218.133,
"BEL","GDP","TOT","MLN_USD","A","2002",312900.475,
"BEL","GDP","TOT","MLN_USD","A","2003",320981.268,
"BEL","GDP","TOT","MLN_USD","A","2004",334143.284,
"BEL","GDP","TOT","MLN_USD","A","2005",347658.439,
"BEL","GDP","TOT","MLN_USD","A","2006",371910.192,
"BEL","GDP","TOT","MLN_USD","A","2007",391020.992,
"BEL","GDP","TOT","MLN_USD","A","2008",405729.43,
"BEL","GDP","TOT","MLN_USD","A","2009",407550.484,
"BEL","GDP","TOT","MLN_USD","A","2010",434005.977,
"BEL","GDP","TOT","MLN_USD","A","2011",451932.625,
"BEL","GDP","TOT","MLN_USD","A","2012",469720.336,
"BEL","GDP","TOT","MLN_USD","A","2013",487343.796,
"BEL","GDP","TOT","MLN_USD","A","2014",503619.623,
"BEL","GDP","TOT","MLN_USD","A","2015",520877.807,
"BEL","GDP","TOT","MLN_USD","A","2016",550677.566,
"BEL","GDP","TOT","MLN_USD","A","2017",573788.528,
"BEL","GDP","TOT","MLN_USD","A","2018",600269.926,
"BEL","GDP","TOT","MLN_USD","A","2019",650523.59,
"BEL","GDP","TOT","MLN_USD","A","2020",643354.972,
"BEL","GDP","TOT","MLN_USD","A","2021",719586.058,
"BEL","GDP","TOT","MLN_USD","A","2022",797599.248,"P"
"BEL","GDP","TOT","USD_CAP","A","1970",3873.595162,"E"
"BEL","GDP","TOT","USD_CAP","A","1971",4207.4215,"E"
"BEL","GDP","TOT","USD_CAP","A","1972",4602.85327,"E"
"BEL","GDP","TOT","USD_CAP","A","1973",5136.984706,"E"
"BEL","GDP","TOT","USD_CAP","A","1974",5816.47516,"E"
"BEL","GDP","TOT","USD_CAP","A","1975",6253.612841,"E"
"BEL","GDP","TOT","USD_CAP","A","1976",6959.360919,"E"
"BEL","GDP","TOT","USD_CAP","A","1977",7429.724133,"E"
"BEL","GDP","TOT","USD_CAP","A","1978",8171.660222,"E"
"BEL","GDP","TOT","USD_CAP","A","1979",9050.357105,"E"
"BEL","GDP","TOT","USD_CAP","A","1980",10299.444536,"E"
"BEL","GDP","TOT","USD_CAP","A","1981",11234.520139,"E"
"BEL","GDP","TOT","USD_CAP","A","1982",11989.858519,"E"
"BEL","GDP","TOT","USD_CAP","A","1983",12491.996144,"E"
"BEL","GDP","TOT","USD_CAP","A","1984",13260.540554,"E"
"BEL","GDP","TOT","USD_CAP","A","1985",13903.040275,"E"
"BEL","GDP","TOT","USD_CAP","A","1986",14438.627157,"E"
"BEL","GDP","TOT","USD_CAP","A","1987",15120.082441,"E"
"BEL","GDP","TOT","USD_CAP","A","1988",16336.500122,"E"
"BEL","GDP","TOT","USD_CAP","A","1989",17502.287512,"E"
"BEL","GDP","TOT","USD_CAP","A","1990",18674.523917,"E"
"BEL","GDP","TOT","USD_CAP","A","1991",19585.282992,"E"
"BEL","GDP","TOT","USD_CAP","A","1992",20255.232474,"E"
"BEL","GDP","TOT","USD_CAP","A","1993",20456.495265,"E"
"BEL","GDP","TOT","USD_CAP","A","1994",21503.5893,"E"
"BEL","GDP","TOT","USD_CAP","A","1995",22431.493468,
"BEL","GDP","TOT","USD_CAP","A","1996",22736.835458,
"BEL","GDP","TOT","USD_CAP","A","1997",23729.15899,
"BEL","GDP","TOT","USD_CAP","A","1998",24370.197811,
"BEL","GDP","TOT","USD_CAP","A","1999",25440.896241,
"BEL","GDP","TOT","USD_CAP","A","2000",27788.232841,
"BEL","GDP","TOT","USD_CAP","A","2001",28796.505408,
"BEL","GDP","TOT","USD_CAP","A","2002",30282.254116,
"BEL","GDP","TOT","USD_CAP","A","2003",30934.673685,
"BEL","GDP","TOT","USD_CAP","A","2004",32064.108738,
"BEL","GDP","TOT","USD_CAP","A","2005",33177.947339,
"BEL","GDP","TOT","USD_CAP","A","2006",35258.835071,
"BEL","GDP","TOT","USD_CAP","A","2007",36799.551299,
"BEL","GDP","TOT","USD_CAP","A","2008",37883.233422,
"BEL","GDP","TOT","USD_CAP","A","2009",37748.389212,
"BEL","GDP","TOT","USD_CAP","A","2010",39833.141536,
"BEL","GDP","TOT","USD_CAP","A","2011",40942.230717,
"BEL","GDP","TOT","USD_CAP","A","2012",42290.858433,
"BEL","GDP","TOT","USD_CAP","A","2013",43671.146878,
"BEL","GDP","TOT","USD_CAP","A","2014",44929.532494,
"BEL","GDP","TOT","USD_CAP","A","2015",46200.86629,
"BEL","GDP","TOT","USD_CAP","A","2016",48597.487117,
"BEL","GDP","TOT","USD_CAP","A","2017",50442.060625,
"BEL","GDP","TOT","USD_CAP","A","2018",52530.381806,
"BEL","GDP","TOT","USD_CAP","A","2019",56621.428343,
"BEL","GDP","TOT","USD_CAP","A","2020",55729.231944,
"BEL","GDP","TOT","USD_CAP","A","2021",62077.163037,
"BEL","GDP","TOT","USD_CAP","A","2022",68285.852913,"P"
"CAN","GDP","TOT","MLN_USD","A","1961",44299.933,
"CAN","GDP","TOT","MLN_USD","A","1962",48574.474,
"CAN","GDP","TOT","MLN_USD","A","1963",51906.612,
"CAN","GDP","TOT","MLN_USD","A","1964",56381.698,
"CAN","GDP","TOT","MLN_USD","A","1965",61782.956,
"CAN","GDP","TOT","MLN_USD","A","1966",68222.013,
"CAN","GDP","TOT","MLN_USD","A","1967",72368.942,
"CAN","GDP","TOT","MLN_USD","A","1968",80018.55,
"CAN","GDP","TOT","MLN_USD","A","1969",88693.465,
"CAN","GDP","TOT","MLN_USD","A","1970",99264.297,
"CAN","GDP","TOT","MLN_USD","A","1971",108487.491,
"CAN","GDP","TOT","MLN_USD","A","1972",119424.079,
"CAN","GDP","TOT","MLN_USD","A","1973",134444.357,
"CAN","GDP","TOT","MLN_USD","A","1974",151463.161,
"CAN","GDP","TOT","MLN_USD","A","1975",168050.057,
"CAN","GDP","TOT","MLN_USD","A","1976",187740.084,
"CAN","GDP","TOT","MLN_USD","A","1977",206453.435,
"CAN","GDP","TOT","MLN_USD","A","1978",229230.414,
"CAN","GDP","TOT","MLN_USD","A","1979",257496.378,
"CAN","GDP","TOT","MLN_USD","A","1980",286868.679,
"CAN","GDP","TOT","MLN_USD","A","1981",324813.802,
"CAN","GDP","TOT","MLN_USD","A","1982",333889.388,
"CAN","GDP","TOT","MLN_USD","A","1983",355992.913,
"CAN","GDP","TOT","MLN_USD","A","1984",390628.604,
"CAN","GDP","TOT","MLN_USD","A","1985",422072.898,
"CAN","GDP","TOT","MLN_USD","A","1986",439808.702,
"CAN","GDP","TOT","MLN_USD","A","1987",469040.522,
"CAN","GDP","TOT","MLN_USD","A","1988",507000.423,
"CAN","GDP","TOT","MLN_USD","A","1989",539084.222,
"CAN","GDP","TOT","MLN_USD","A","1990",560184.877,
"CAN","GDP","TOT","MLN_USD","A","1991",567047.864,
"CAN","GDP","TOT","MLN_USD","A","1992",585191.62,
"CAN","GDP","TOT","MLN_USD","A","1993",615002.847,
"CAN","GDP","TOT","MLN_USD","A","1994",656367.112,
"CAN","GDP","TOT","MLN_USD","A","1995",688183.628,
"CAN","GDP","TOT","MLN_USD","A","1996",712130.958,
"CAN","GDP","TOT","MLN_USD","A","1997",755416.033,
"CAN","GDP","TOT","MLN_USD","A","1998",793682.05,
"CAN","GDP","TOT","MLN_USD","A","1999",846421.343,
"CAN","GDP","TOT","MLN_USD","A","2000",901003.29,
"CAN","GDP","TOT","MLN_USD","A","2001",937793.044,
"CAN","GDP","TOT","MLN_USD","A","2002",971009.088,
"CAN","GDP","TOT","MLN_USD","A","2003",1023686.549,
"CAN","GDP","TOT","MLN_USD","A","2004",1083615.23,
"CAN","GDP","TOT","MLN_USD","A","2005",1171340.162,
"CAN","GDP","TOT","MLN_USD","A","2006",1241618.911,
"CAN","GDP","TOT","MLN_USD","A","2007",1301593.852,
"CAN","GDP","TOT","MLN_USD","A","2008",1342396.613,
"CAN","GDP","TOT","MLN_USD","A","2009",1307000.658,
"CAN","GDP","TOT","MLN_USD","A","2010",1363578.975,
"CAN","GDP","TOT","MLN_USD","A","2011",1430807.125,
"CAN","GDP","TOT","MLN_USD","A","2012",1468094.965,
"CAN","GDP","TOT","MLN_USD","A","2013",1554122.745,
"CAN","GDP","TOT","MLN_USD","A","2014",1621396.709,
"CAN","GDP","TOT","MLN_USD","A","2015",1594850.842,
"CAN","GDP","TOT","MLN_USD","A","2016",1678093.396,
"CAN","GDP","TOT","MLN_USD","A","2017",1765763.154,
"CAN","GDP","TOT","MLN_USD","A","2018",1852987.755,
"CAN","GDP","TOT","MLN_USD","A","2019",1899694.991,
"CAN","GDP","TOT","MLN_USD","A","2020",1838806.492,
"CAN","GDP","TOT","MLN_USD","A","2021",2126695.672,
"CAN","GDP","TOT","MLN_USD","A","2022",2389540.664,
"CAN","GDP","TOT","USD_CAP","A","1970",4578.571353,
"CAN","GDP","TOT","USD_CAP","A","1971",4939.774725,
"CAN","GDP","TOT","USD_CAP","A","1972",5374.992803,
"CAN","GDP","TOT","USD_CAP","A","1973",5977.489317,
"CAN","GDP","TOT","USD_CAP","A","1974",6640.800015,
"CAN","GDP","TOT","USD_CAP","A","1975",7261.291122,
"CAN","GDP","TOT","USD_CAP","A","1976",8006.039296,
"CAN","GDP","TOT","USD_CAP","A","1977",8701.626955,
"CAN","GDP","TOT","USD_CAP","A","1978",9565.933831,
"CAN","GDP","TOT","USD_CAP","A","1979",10639.667377,
"CAN","GDP","TOT","USD_CAP","A","1980",11701.442943,
"CAN","GDP","TOT","USD_CAP","A","1981",13086.821695,
"CAN","GDP","TOT","USD_CAP","A","1982",13293.393286,
"CAN","GDP","TOT","USD_CAP","A","1983",14034.005498,
"CAN","GDP","TOT","USD_CAP","A","1984",15254.727065,
"CAN","GDP","TOT","USD_CAP","A","1985",16332.753021,
"CAN","GDP","TOT","USD_CAP","A","1986",16850.728641,
"CAN","GDP","TOT","USD_CAP","A","1987",17735.380147,
"CAN","GDP","TOT","USD_CAP","A","1988",18923.753758,
"CAN","GDP","TOT","USD_CAP","A","1989",19763.483902,
"CAN","GDP","TOT","USD_CAP","A","1990",20229.752821,
"CAN","GDP","TOT","USD_CAP","A","1991",20224.680598,
"CAN","GDP","TOT","USD_CAP","A","1992",20626.208981,
"CAN","GDP","TOT","USD_CAP","A","1993",21440.052546,
"CAN","GDP","TOT","USD_CAP","A","1994",22632.831273,
"CAN","GDP","TOT","USD_CAP","A","1995",23485.643444,
"CAN","GDP","TOT","USD_CAP","A","1996",24050.176142,
"CAN","GDP","TOT","USD_CAP","A","1997",25259.725362,
"CAN","GDP","TOT","USD_CAP","A","1998",26319.930258,
"CAN","GDP","TOT","USD_CAP","A","1999",27841.629576,
"CAN","GDP","TOT","USD_CAP","A","2000",29362.289573,
"CAN","GDP","TOT","USD_CAP","A","2001",30231.005032,
